"player_name","pro_pos","nic_year","school","size_score","athleticism_score","cfr_score","pff_score","production_score","cfr_ratio","pff_ratio","final_score","was_starter_proba","was_pro_bowler_proba","started_year1_proba","started_year2_proba","started_year3_proba","combine_person_id","ebs_id","final_pos_class_rank","production_pos_class_rank","athleticism_pos_class_rank"
"Emmett Cleary","T",2013,"Boston College","80.7095000","76.4900000",NULL,NULL,"53.8500000","0.0000000","0.0000000","65.6300000","0.2567000","0.0132000","0.0548000","0.2279000","0.1623000",NULL,NULL,11,12,8
"Brennan Williams","T",2013,"North Carolina","82.0388000","74.2600000",NULL,NULL,"66.8000000","0.0000000","0.0000000","72.8800000","0.5403000","0.0132000","0.1643000","0.4273000","0.3406000",NULL,NULL,4,5,10
"Brad Butler","T",2006,"Virginia","80.0179000","76.6900000",NULL,NULL,"59.4500000","0.0000000","0.0000000","68.8000000","0.3402000","0.0116000","0.0893000","0.2342000","0.2825000",NULL,NULL,10,11,5
"Xavier Fulton","T",2009,"Illinois","70.8747000","84.1400000",NULL,NULL,"59.4500000","0.0000000","0.0000000","71.6900000","0.3839000","0.0167000","0.0921000","0.3145000","0.2894000",NULL,NULL,8,10,3
"Tony Washington","T",2010,"Abilene Christian","85.7609000","77.3000000",NULL,NULL,"53.8500000","0.0000000","0.0000000","66.1100000","0.2235000","0.0165000","0.0705000","0.2561000","0.1731000",NULL,NULL,11,13,5
"Taylor Moton","T",2017,"Western Michigan","82.5308000","75.9700000",NULL,NULL,"73.4500000","0.0000000","0.0000000","76.2000000","0.7506000","0.0165000","0.5856000","0.5069000","0.4698000",NULL,NULL,5,5,4
"Josh Oglesby","T",2012,"Wisconsin","99.0000000","51.0000000",NULL,NULL,"53.8500000","0.0000000","0.0000000","55.3200000","0.1394000","0.0124000","0.0460000","0.0785000","0.1274000",NULL,NULL,21,18,20
"Rees Odhiambo","T",2016,"Boise State","69.1644000","80.3500000",NULL,NULL,"69.6000000","0.0000000","0.0000000","76.0300000","0.6968000","0.0162000","0.5200000","0.4734000","0.4327000",NULL,NULL,7,8,2
"Nick Becton","T",2013,"Virginia Tech","77.3380000","77.9300000",NULL,NULL,"53.8500000","0.0000000","0.0000000","65.6100000","0.2506000","0.0132000","0.0546000","0.1642000","0.1948000",NULL,NULL,12,12,6
"Kirk Barton","T",2008,"Ohio State","70.0407000","76.4200000",NULL,NULL,"55.6000000","0.0000000","0.0000000","66.4200000","0.2823000","0.0158000","0.0814000","0.1922000","0.2063000",NULL,NULL,11,13,3
"Sam Tevi","T",2017,"Utah","77.3851000","61.3100000",NULL,NULL,"50.7000000","0.0000000","0.0000000","57.8900000","0.1274000","0.0165000","0.0449000","0.1287000","0.1311000",NULL,NULL,16,22,10
"Phil Loadholt","T",2009,"Oklahoma","94.8091000","57.6500000",NULL,NULL,"74.8500000","0.0000000","0.0000000","72.9900000","0.7634000","0.0991000","0.5762000","0.6275000","0.5978000",NULL,NULL,7,5,18
"Winston Justice","T",2006,"USC","81.0823000","92.7200000",NULL,NULL,"74.8500000","0.0000000","0.0000000","82.0600000","0.7833000","0.0800000","0.6503000","0.6468000","0.6547000",NULL,NULL,2,3,1
"Wayne Hunter","T",2003,"Hawaii","80.0750000","76.9600000",NULL,NULL,"66.8000000","0.0000000","0.0000000","73.2500000","0.5013000","0.0138000","0.1718000","0.3585000","0.3350000",NULL,NULL,6,5,9
"Levi Brown","T",2007,"Penn State","77.8667000","53.9900000",NULL,NULL,"92.7000000","0.0000000","0.0000000","79.8000000","0.8094000","0.1854000","0.6964000","0.7496000","0.7754000",NULL,NULL,3,2,18
"Kyle Hix","T",2011,"Texas","86.8704000","66.2300000",NULL,NULL,"53.8500000","0.0000000","0.0000000","58.8300000","0.1174000","0.0135000","0.0469000","0.1050000","0.1083000",NULL,NULL,19,15,15
"Brandon Parker","T",2018,"North Carolina A&T","81.9256000","59.6400000",NULL,NULL,"64.3500000","0.0000000","0.0000000","66.3500000","0.3365000","0.0148000","0.1348000","0.3202000","0.2200000",NULL,NULL,13,15,15
"Guy Whimper","T",2006,"East Carolina","73.6127000","76.3600000",NULL,NULL,"61.9000000","0.0000000","0.0000000","71.8400000","0.5125000","0.0146000","0.1897000","0.3767000","0.2777000",NULL,NULL,7,8,6
"Sam Wilder","T",2005,"Colorado","58.3939000","51.0000000",NULL,NULL,"53.8500000","0.0000000","0.0000000","51.7000000","0.0847000","0.0128000","0.0465000","0.0586000","0.0982000",NULL,NULL,25,20,25
"Cam Robinson","T",2017,"Alabama","88.8362000","76.7500000",NULL,NULL,"82.2000000","0.0000000","0.0000000","83.6800000","0.8119000","0.2069000","0.7101000","0.7527000","0.7516000",NULL,NULL,1,3,3
"Stephane Nembot","T",2016,"Colorado","89.1472000","51.0600000",NULL,NULL,"53.8500000","0.0000000","0.0000000","54.1600000","0.1384000","0.0131000","0.0426000","0.0653000","0.1078000",NULL,NULL,23,17,21
"Joshua Miles","T",2019,"Morgan State","85.6224000","69.3500000",NULL,NULL,"57.0000000","0.0000000","0.0000000","65.7800000","0.3848000","0.0139000","0.0744000","0.1704000","0.2393000",NULL,NULL,20,27,23
"Rogers Gaines","T",2013,"Tennessee State","94.7458000","60.3600000",NULL,NULL,"53.8500000","0.0000000","0.0000000","59.1000000","0.1596000","0.0132000","0.0769000","0.1087000","0.1520000",NULL,NULL,17,12,18
"Ryan Miller","T",2012,"Colorado","78.1708000","68.6500000",NULL,NULL,"59.4500000","0.0000000","0.0000000","66.4500000","0.3323000","0.0129000","0.0894000","0.2176000","0.2525000",NULL,NULL,10,10,7
"Eugene Monroe","T",2009,"Virginia","82.3547000","61.6400000",NULL,NULL,"92.7000000","0.0000000","0.0000000","82.3300000","0.8109000","0.2153000","0.6503000","0.7605000","0.7830000",NULL,NULL,3,1,14
"Branden Albert","T",2008,"Virginia","84.0178000","71.7700000",NULL,NULL,"82.5500000","0.0000000","0.0000000","81.3100000","0.8133000","0.1591000","0.6904000","0.7424000","0.7867000",NULL,NULL,3,3,8
"Thomas Welch","T",2010,"Vanderbilt","72.8343000","60.5700000",NULL,NULL,"55.6000000","0.0000000","0.0000000","61.2900000","0.2397000","0.0133000","0.0813000","0.1395000","0.1671000",NULL,NULL,13,12,12
"Scott Kooistra","T",2003,"North Carolina State","75.7286000","79.1200000",NULL,NULL,"55.6000000","0.0000000","0.0000000","67.8200000","0.2939000","0.0168000","0.0928000","0.2159000","0.2364000",NULL,NULL,10,17,7
"Lydon Murtha","T",2009,"Nebraska","79.7627000","93.1700000",NULL,NULL,"55.6000000","0.0000000","0.0000000","71.3600000","0.3107000","0.0167000","0.0837000","0.1935000","0.2635000",NULL,NULL,9,13,1
"Mark Wilson","T",2004,"California","79.0328000","71.1100000",NULL,NULL,"59.4500000","0.0000000","0.0000000","68.6800000","0.4038000","0.0132000","0.0866000","0.2721000","0.3663000",NULL,NULL,5,6,8
"Rashad Butler","T",2006,"Miami (FL)","77.3840000","59.8600000",NULL,NULL,"66.8000000","0.0000000","0.0000000","68.5300000","0.4556000","0.0116000","0.1128000","0.3829000","0.3325000",NULL,NULL,11,6,22
"Dustin Rykert","T",2003,"Brigham Young","77.2860000","58.5600000",NULL,NULL,"57.3500000","0.0000000","0.0000000","59.3400000","0.1876000","0.0133000","0.0555000","0.0923000","0.1440000",NULL,NULL,21,12,26
"Ja'Wuan James","T",2014,"Tennessee","80.1750000","64.0400000",NULL,NULL,"75.9000000","0.0000000","0.0000000","75.2000000","0.8024000","0.1160000","0.5723000","0.7245000","0.5696000",NULL,NULL,4,4,8
"Brett Williams","T",2003,"Florida State","71.7907000","63.6800000",NULL,NULL,"61.9000000","0.0000000","0.0000000","65.9900000","0.3232000","0.0133000","0.1301000","0.1970000","0.2688000",NULL,NULL,14,7,21
"Drew Strojny","T",2004,"Duke","76.7638000","67.1600000",NULL,NULL,"55.6000000","0.0000000","0.0000000","62.4400000","0.2446000","0.0132000","0.0469000","0.1024000","0.1959000",NULL,NULL,16,12,13
"Brett Toth","T",2018,"Army","72.2497000","57.2100000",NULL,NULL,"53.8500000","0.0000000","0.0000000","55.5400000","0.0903000","0.0119000","0.0400000","0.1204000","0.1000000",NULL,NULL,27,23,18
"Cordy Glenn","T",2012,"Georgia","91.7671000","62.9000000",NULL,NULL,"74.8500000","0.0000000","0.0000000","74.3500000","0.7498000","0.1501000","0.5401000","0.5737000","0.5905000",NULL,NULL,6,3,12
"Mike Adams","T",2012,"Ohio State","89.6441000","63.3900000",NULL,NULL,"74.8500000","0.0000000","0.0000000","74.3900000","0.7585000","0.0825000","0.5775000","0.6086000","0.6294000",NULL,NULL,5,3,10
"Max Starks","T",2004,"Florida","99.0000000","67.3200000",NULL,NULL,"66.8000000","0.0000000","0.0000000","70.2200000","0.4889000","0.0132000","0.1577000","0.2906000","0.2997000",NULL,NULL,3,2,12
"Paul Cornick","T",2012,"North Dakota State","81.0005000","63.2100000",NULL,NULL,"53.8500000","0.0000000","0.0000000","57.7200000","0.1210000","0.0124000","0.0450000","0.0858000","0.1242000",NULL,NULL,16,18,11
"Demetress Bell","T",2008,"Northwestern State","78.7073000","62.2200000",NULL,NULL,"55.6000000","0.0000000","0.0000000","62.3200000","0.2521000","0.0148000","0.0629000","0.1749000","0.1828000",NULL,NULL,16,13,17
"Sam Young","T",2010,"Notre Dame","85.5942000","72.4800000",NULL,NULL,"57.3500000","0.0000000","0.0000000","66.7200000","0.3601000","0.0133000","0.0978000","0.1987000","0.2171000",NULL,NULL,10,11,7
"Duane Brown","T",2008,"Virginia Tech","75.1808000","82.2200000",NULL,NULL,"80.1000000","0.0000000","0.0000000","81.3000000","0.8042000","0.1341000","0.6140000","0.6418000","0.7108000",NULL,NULL,4,5,2
"Willie Smith","T",2011,"East Carolina","85.4558000","64.6700000",NULL,NULL,"53.8500000","0.0000000","0.0000000","59.6900000","0.1315000","0.0141000","0.0647000","0.1289000","0.1280000",NULL,NULL,18,15,18
"Russell Okung","T",2010,"Oklahoma State","83.9985000","68.3300000",NULL,NULL,"93.7500000","0.0000000","0.0000000","85.3900000","0.8109000","0.2586000","0.6403000","0.7433000","0.7817000",NULL,NULL,2,2,9
"Oli Udoh","T",2019,"Elon","83.7839000","81.2500000",NULL,NULL,"59.4500000","0.0000000","0.0000000","71.6000000","0.4626000","0.0178000","0.0886000","0.2963000","0.3192000",NULL,NULL,13,19,5
"Jordan Black","T",2003,"Notre Dame","75.7363000","81.7200000",NULL,NULL,"59.4500000","0.0000000","0.0000000","70.4600000","0.3479000","0.0134000","0.0888000","0.2554000","0.2876000",NULL,NULL,8,9,5
"Pedro Sosa","T",2008,"Rutgers","71.7801000","58.4800000",NULL,NULL,"53.8500000","0.0000000","0.0000000","56.8100000","0.1415000","0.0148000","0.0435000","0.0807000","0.1097000",NULL,NULL,22,18,18
"Mitchell Schwartz","T",2012,"California","76.9152000","51.0000000",NULL,NULL,"74.8500000","0.0000000","0.0000000","70.6300000","0.7449000","0.0825000","0.4997000","0.5716000","0.5459000",NULL,NULL,7,3,20
"Todd Williams","T",2003,"Florida State","82.3088000","90.2700000",NULL,NULL,"55.6000000","0.0000000","0.0000000","71.3500000","0.3770000","0.0200000","0.0825000","0.2291000","0.2495000",NULL,NULL,7,17,1
"John Theus","T",2016,"Georgia","82.0492000","70.9500000",NULL,NULL,"55.2500000","0.0000000","0.0000000","64.0400000","0.2510000","0.0126000","0.0447000","0.1825000","0.1733000",NULL,NULL,12,15,8
"Anthony Castonzo","T",2011,"Boston College","85.8764000","78.4400000",NULL,NULL,"86.0500000","0.0000000","0.0000000","85.4800000","0.8091000","0.2076000","0.6942000","0.7491000","0.7880000",NULL,NULL,3,2,5
"Tanner Hawkinson","T",2013,"Kansas","71.2241000","64.4400000",NULL,NULL,"59.4500000","0.0000000","0.0000000","65.9300000","0.3577000","0.0132000","0.0873000","0.2619000","0.2513000",NULL,NULL,10,7,15
"Spencer Drango","T",2016,"Baylor","74.3986000","64.7800000",NULL,NULL,"58.7500000","0.0000000","0.0000000","63.8500000","0.2733000","0.0131000","0.0505000","0.1458000","0.2225000",NULL,NULL,13,10,14
"Ben Ijalana","T",2011,"Villanova","82.4810000","69.2900000",NULL,NULL,"74.8500000","0.0000000","0.0000000","76.0700000","0.7808000","0.0837000","0.6090000","0.6591000","0.5899000",NULL,NULL,7,7,10
"Matt Kopa","T",2010,"Stanford","71.5139000","59.9300000",NULL,NULL,"53.8500000","0.0000000","0.0000000","57.4300000","0.1361000","0.0124000","0.0437000","0.0861000","0.1218000",NULL,NULL,14,13,13
"Michael Munoz","T",2005,"Tennessee","74.0778000","65.1200000",NULL,NULL,"53.8500000","0.0000000","0.0000000","59.6600000","0.1619000","0.0128000","0.0448000","0.1165000","0.1203000",NULL,NULL,22,20,18
"Corey Hilliard","T",2007,"Oklahoma State","81.0689000","63.5000000",NULL,NULL,"57.3500000","0.0000000","0.0000000","63.7800000","0.3567000","0.0148000","0.0698000","0.1608000","0.1992000",NULL,NULL,12,10,13
"Jake Fisher","T",2015,"Oregon","78.7834000","86.9400000",NULL,NULL,"73.4500000","0.0000000","0.0000000","79.2300000","0.7664000","0.0169000","0.5638000","0.6083000","0.5711000",NULL,NULL,3,6,1
"Alex Cappa","T",2018,"Humboldt State","67.4690000","51.0000000",NULL,NULL,"67.8500000","0.0000000","0.0000000","65.3900000","0.4225000","0.0119000","0.1396000","0.2939000","0.2294000",NULL,NULL,15,11,24
"D.J. Tialavea","T",2014,"Utah State","55.1626000","59.1900000",NULL,NULL,"53.8500000","0.0000000","0.0000000","55.6000000","0.1226000","0.0121000","0.0405000","0.0800000","0.1007000",NULL,NULL,14,10,11
"Eric Fisher","T",2013,"Central Michigan","84.4673000","79.6800000",NULL,NULL,"95.8500000","0.0000000","0.0000000","90.9700000","0.8098000","0.3037000","0.6882000","0.7445000","0.7888000",NULL,NULL,2,1,5
"Ken Shackleford","T",2007,"Georgia","73.5907000","57.7300000",NULL,NULL,"57.3500000","0.0000000","0.0000000","60.3200000","0.2433000","0.0145000","0.0664000","0.1078000","0.1557000",NULL,NULL,16,10,14
"Josh Kayser","T",2003,"Augustana","62.8265000","51.0000000",NULL,NULL,"53.8500000","0.0000000","0.0000000","51.7000000","0.0734000","0.0133000","0.0429000","0.0613000","0.0852000",NULL,NULL,35,19,35
"Bryan Bulaga","T",2010,"Iowa","70.5684000","71.3900000",NULL,NULL,"83.2500000","0.0000000","0.0000000","81.9400000","0.8109000","0.1946000","0.6860000","0.7433000","0.7774000",NULL,NULL,3,3,8
"Braden Brown","T",2013,"Brigham Young","78.5697000","77.5700000",NULL,NULL,"53.8500000","0.0000000","0.0000000","64.1100000","0.1791000","0.0132000","0.0545000","0.1927000","0.1346000",NULL,NULL,14,12,7
"Stephon Heyer","T",2007,"Maryland","96.1817000","53.4800000",NULL,NULL,"53.8500000","0.0000000","0.0000000","52.3200000","0.0862000","0.0145000","0.0596000","0.0736000","0.0767000",NULL,NULL,20,16,19
"Jerry Ugokwe","T",2017,"William & Mary","90.3072000","51.0000000",NULL,NULL,"53.8500000","0.0000000","0.0000000","51.7000000","0.0761000","0.0165000","0.0416000","0.0588000","0.1186000",NULL,NULL,21,13,20
"Troy Reddick","T",2006,"Auburn","84.7761000","62.6600000",NULL,NULL,"53.8500000","0.0000000","0.0000000","56.1100000","0.1161000","0.0116000","0.0363000","0.0841000","0.0996000",NULL,NULL,21,18,17
"Cyrus Kouandjio","T",2014,"Alabama","88.8852000","56.8500000",NULL,NULL,"73.4500000","0.0000000","0.0000000","72.0100000","0.7777000","0.0121000","0.6043000","0.6136000","0.6650000",NULL,NULL,5,5,13
"Kwame Harris","T",2003,"Stanford","84.9181000","79.2000000",NULL,NULL,"78.0000000","0.0000000","0.0000000","83.3400000","0.8067000","0.2444000","0.6467000","0.7295000","0.7652000",NULL,NULL,2,2,6
"Gabe Carimi","T",2011,"Wisconsin","86.4995000","71.8800000",NULL,NULL,"80.1000000","0.0000000","0.0000000","80.1900000","0.8091000","0.1431000","0.6614000","0.7247000","0.7880000",NULL,NULL,4,4,9
"Lee Ziemba","T",2011,"Auburn","76.3806000","59.1100000",NULL,NULL,"55.6000000","0.0000000","0.0000000","58.8200000","0.1603000","0.0135000","0.0621000","0.1072000","0.1350000",NULL,NULL,20,12,21
"Tyler Polumbus","T",2008,"Colorado","72.5752000","66.4500000",NULL,NULL,"53.8500000","0.0000000","0.0000000","59.6900000","0.1484000","0.0148000","0.0449000","0.1048000","0.1241000",NULL,NULL,19,18,14
"Doug Free","T",2007,"Northern Illinois","90.4648000","82.6400000",NULL,NULL,"61.9000000","0.0000000","0.0000000","73.3800000","0.4942000","0.0138000","0.1829000","0.3039000","0.3635000",NULL,NULL,6,8,3
"Mike Otto","T",2007,"Purdue","69.5667000","65.7400000",NULL,NULL,"55.6000000","0.0000000","0.0000000","63.1800000","0.2632000","0.0138000","0.0604000","0.1396000","0.2112000",NULL,NULL,13,13,12
"Michael Oher","T",2009,"Ole Miss","74.7993000","59.0300000",NULL,NULL,"84.3000000","0.0000000","0.0000000","77.5400000","0.8109000","0.1256000","0.5875000","0.7605000","0.7830000",NULL,NULL,4,4,16
"Matt Patchan","T",2014,"Boston College","69.7880000","69.5100000",NULL,NULL,"53.8500000","0.0000000","0.0000000","61.6200000","0.1817000","0.0166000","0.0716000","0.1130000","0.1423000",NULL,NULL,10,10,5
"Taylor Dever","T",2012,"Notre Dame","67.5153000","51.0000000",NULL,NULL,"53.8500000","0.0000000","0.0000000","51.7000000","0.0985000","0.0124000","0.0408000","0.0691000","0.0970000",NULL,NULL,24,18,20
"Adam Terry","T",2005,"Syracuse","88.2506000","65.2400000",NULL,NULL,"74.8500000","0.0000000","0.0000000","74.9700000","0.7603000","0.0749000","0.5949000","0.6492000","0.6240000",NULL,NULL,5,3,17
"Matt Kalil","T",2012,"USC","82.1444000","73.6700000",NULL,NULL,"91.6500000","0.0000000","0.0000000","89.4600000","0.8046000","0.3224000","0.7009000","0.7375000","0.7809000",NULL,NULL,1,1,4
"Joe Barksdale","T",2011,"LSU","84.1933000","66.6700000",NULL,NULL,"55.6000000","0.0000000","0.0000000","63.1300000","0.2489000","0.0141000","0.0857000","0.1237000","0.1863000",NULL,NULL,16,12,14
"Jeremy Parquet","T",2005,"Southern Miss","85.4711000","65.4000000",NULL,NULL,"55.6000000","0.0000000","0.0000000","62.7300000","0.2862000","0.0128000","0.0511000","0.1575000","0.1573000",NULL,NULL,18,18,16
"Jonathan Scott","T",2006,"Texas","80.0556000","60.7700000",NULL,NULL,"59.4500000","0.0000000","0.0000000","64.3200000","0.3549000","0.0116000","0.0847000","0.1993000","0.2411000",NULL,NULL,15,11,19
"Ben Bartch","T",2020,"St. John's","67.6366000","75.2800000",NULL,NULL,"66.8000000","0.0000000","0.0000000","72.3600000","0.4453000","0.0136000","0.1803000","0.3110000","0.3303000",NULL,NULL,11,18,10
"David Sharpe","T",2017,"Florida","90.6862000","61.1100000",NULL,NULL,"61.9000000","0.0000000","0.0000000","65.4500000","0.3938000","0.0165000","0.1497000","0.1197000","0.2634000",NULL,NULL,11,10,13
"Roderick Johnson","T",2017,"Florida State","87.0021000","55.7800000",NULL,NULL,"64.0000000","0.0000000","0.0000000","66.9000000","0.5341000","0.0165000","0.1722000","0.2326000","0.3345000",NULL,NULL,8,8,18
"Devon Johnson","T",2019,"Ferris State","87.0391000","65.5200000",NULL,NULL,"53.8500000","0.0000000","0.0000000","60.2200000","0.1795000","0.0139000","0.0519000","0.1219000","0.1337000",NULL,NULL,27,29,27
"Greg Senat","T",2018,"Wagner","78.1794000","56.9400000",NULL,NULL,"52.4500000","0.0000000","0.0000000","57.5800000","0.1602000","0.0119000","0.0405000","0.1129000","0.1625000",NULL,NULL,22,27,19
"Mark Asper","T",2012,"Oregon","74.5681000","75.4700000",NULL,NULL,"57.3500000","0.0000000","0.0000000","66.3600000","0.2469000","0.0124000","0.0712000","0.1840000","0.2134000",NULL,NULL,11,12,2
"Pearce Slater","T",2016,"San Diego State","88.0397000","51.0000000",NULL,NULL,"53.8500000","0.0000000","0.0000000","55.5200000","0.1231000","0.0126000","0.0484000","0.0748000","0.1526000",NULL,NULL,21,17,22
"Garett Bolles","T",2017,"Utah","68.2887000","72.3200000",NULL,NULL,"84.6500000","0.0000000","0.0000000","82.8800000","0.8119000","0.2081000","0.6883000","0.7509000","0.7628000",NULL,NULL,2,1,7
"Joe Thomas","T",2007,"Wisconsin","79.7358000","83.8900000",NULL,NULL,"99.0000000","0.0000000","0.0000000","91.0000000","0.8094000","0.2563000","0.7022000","0.7507000","0.7834000",NULL,NULL,1,1,2
"Jared Veldheer","T",2010,"Hillsdale","80.8153000","91.2000000",NULL,NULL,"69.6000000","0.0000000","0.0000000","78.6800000","0.6905000","0.0438000","0.4126000","0.5060000","0.3617000",NULL,NULL,4,6,1
"Kyle Murphy","T",2016,"Stanford","74.5833000","60.6400000",NULL,NULL,"57.7000000","0.0000000","0.0000000","61.4300000","0.2247000","0.0126000","0.0519000","0.1509000","0.1723000",NULL,NULL,16,13,17
"Sam Baker","T",2008,"USC","66.0371000","76.2300000",NULL,NULL,"80.1000000","0.0000000","0.0000000","79.9400000","0.8042000","0.1439000","0.6018000","0.6433000","0.7108000",NULL,NULL,5,5,4
"Dennis Roland","T",2006,"Georgia","97.7222000","68.5500000",NULL,NULL,"53.8500000","0.0000000","0.0000000","60.3700000","0.1679000","0.0116000","0.0508000","0.1067000","0.1182000",NULL,NULL,18,18,12
"Markus Zusevics","T",2012,"Iowa","71.7308000","61.9000000",NULL,NULL,"53.8500000","0.0000000","0.0000000","57.5700000","0.1159000","0.0124000","0.0466000","0.0878000","0.1271000",NULL,NULL,17,18,13
"Conor McDermott","T",2017,"UCLA","90.6983000","73.0500000",NULL,NULL,"52.4500000","0.0000000","0.0000000","61.1100000","0.1451000","0.0165000","0.0473000","0.0971000","0.1357000",NULL,NULL,14,21,6
"Tim Provost","T",2003,"San Jose State","68.4871000","66.5600000",NULL,NULL,"57.3500000","0.0000000","0.0000000","64.3000000","0.2734000","0.0133000","0.0750000","0.1572000","0.2254000",NULL,NULL,16,12,15
"Jammal Brown","T",2005,"Oklahoma","75.7805000","82.0200000",NULL,NULL,"80.1000000","0.0000000","0.0000000","83.9100000","0.8086000","0.2487000","0.6285000","0.6793000","0.7804000",NULL,NULL,2,1,2
"Erik Pears","T",2005,"Colorado State","82.0712000","83.1900000",NULL,NULL,"53.8500000","0.0000000","0.0000000","65.8200000","0.1971000","0.0168000","0.0601000","0.1545000","0.1555000",NULL,NULL,13,20,1
"Sean Hickey","T",2015,"Syracuse","75.6217000","82.9600000",NULL,NULL,"53.8500000","0.0000000","0.0000000","67.1100000","0.2029000","0.0460000","0.0743000","0.1595000","0.1675000",NULL,NULL,10,15,3
"Jeremy Bridges","T",2003,"Southern Miss","67.8650000","57.1200000",NULL,NULL,"57.3500000","0.0000000","0.0000000","60.9900000","0.2693000","0.0133000","0.0649000","0.1367000","0.1673000",NULL,NULL,20,12,27
"Anthony Collins","T",2008,"Kansas","80.7473000","54.4700000",NULL,NULL,"61.9000000","0.0000000","0.0000000","63.1000000","0.2865000","0.0148000","0.1518000","0.1872000","0.2040000",NULL,NULL,14,9,23
"Jeremy Trueblood","T",2006,"Boston College","83.6969000","67.6400000",NULL,NULL,"74.8500000","0.0000000","0.0000000","74.9400000","0.7749000","0.0396000","0.5716000","0.5926000","0.6302000",NULL,NULL,5,3,14
"David Porter","T",2003,"Iowa","76.8408000","53.7400000",NULL,NULL,"53.8500000","0.0000000","0.0000000","52.3800000","0.0839000","0.0133000","0.0461000","0.0613000","0.1028000",NULL,NULL,32,19,32
"Donald Stephenson","T",2012,"Oklahoma","78.8326000","86.1000000",NULL,NULL,"66.8000000","0.0000000","0.0000000","75.9600000","0.5745000","0.0160000","0.1644000","0.4054000","0.3922000",NULL,NULL,4,7,1
"Darrian Miller","T",2015,"Kentucky","69.9511000","51.0000000",NULL,NULL,"53.8500000","0.0000000","0.0000000","51.7000000","0.0720000","0.0130000","0.0424000","0.0606000","0.0878000",NULL,NULL,21,15,21
"Rob Crisp","T",2015,"North Carolina State","78.5704000","62.2800000",NULL,NULL,"53.8500000","0.0000000","0.0000000","59.2000000","0.1551000","0.0130000","0.0512000","0.1283000","0.1336000",NULL,NULL,16,15,16
"Xavier Nixon","T",2013,"Florida","79.0619000","74.3800000",NULL,NULL,"53.8500000","0.0000000","0.0000000","61.7100000","0.1156000","0.0132000","0.0734000","0.1027000","0.1345000",NULL,NULL,16,12,9
"Barry Richardson","T",2008,"Clemson","88.5568000","53.2100000",NULL,NULL,"57.3500000","0.0000000","0.0000000","58.7300000","0.2223000","0.0148000","0.0616000","0.1103000","0.1415000",NULL,NULL,20,12,24
"Andrew Whitworth","T",2006,"LSU","89.9823000","78.2200000",NULL,NULL,"76.2500000","0.0000000","0.0000000","79.8200000","0.8099000","0.1419000","0.6212000","0.6921000","0.7304000",NULL,NULL,3,2,2
"Tony Pape","T",2004,"Michigan","77.9775000","69.0800000",NULL,NULL,"55.6000000","0.0000000","0.0000000","62.8300000","0.2129000","0.0132000","0.0450000","0.1240000","0.2017000",NULL,NULL,15,12,9
"Brennan Curtin","T",2003,"Notre Dame","81.5837000","71.7100000",NULL,NULL,"57.3500000","0.0000000","0.0000000","66.0200000","0.2997000","0.0133000","0.0773000","0.1986000","0.2341000",NULL,NULL,13,12,12
"Laremy Tunsil","T",2016,"Ole Miss","76.0946000","69.9900000",NULL,NULL,"96.5500000","0.0000000","0.0000000","84.5400000","0.8180000","0.1581000","0.7092000","0.7574000","0.7742000",NULL,NULL,3,1,9
"Kirk Chambers","T",2004,"Stanford","76.2908000","66.8900000",NULL,NULL,"57.3500000","0.0000000","0.0000000","64.3500000","0.2524000","0.0132000","0.0576000","0.1420000","0.2783000",NULL,NULL,12,8,14
"Greg Robinson","T",2014,"Auburn","83.7456000","89.2100000",NULL,NULL,"84.3000000","0.0000000","0.0000000","90.7800000","0.8039000","0.2996000","0.7142000","0.7537000","0.7724000",NULL,NULL,3,3,2
"David Diehl","T",2003,"Illinois","84.2654000","65.5700000",NULL,NULL,"59.4500000","0.0000000","0.0000000","65.6000000","0.3503000","0.0133000","0.0823000","0.1921000","0.2553000",NULL,NULL,15,9,18
"Marcus McNeill","T",2006,"Auburn","95.4130000","77.1600000",NULL,NULL,"74.8500000","0.0000000","0.0000000","77.7900000","0.7769000","0.0599000","0.6174000","0.6115000","0.5972000",NULL,NULL,4,3,4
"Damian Lavergne","T",2003,"Louisiana Tech","84.0691000","58.8000000",NULL,NULL,"53.8500000","0.0000000","0.0000000","54.1000000","0.1026000","0.0133000","0.0495000","0.0710000","0.0919000",NULL,NULL,29,19,25
"Tyron Smith","T",2011,"USC","87.5283000","79.9300000",NULL,NULL,"93.4000000","0.0000000","0.0000000","91.0800000","0.8091000","0.3131000","0.6828000","0.7491000","0.7880000",NULL,NULL,1,1,3
"Riley Reiff","T",2012,"Iowa","76.6541000","69.8800000",NULL,NULL,"82.5500000","0.0000000","0.0000000","80.9100000","0.8046000","0.1670000","0.6972000","0.7375000","0.7745000",NULL,NULL,2,2,6
"James Brewer","T",2011,"Indiana","88.3151000","68.3900000",NULL,NULL,"61.9000000","0.0000000","0.0000000","68.1800000","0.4117000","0.0135000","0.1905000","0.2010000","0.2598000",NULL,NULL,10,8,12
"Matt Feiler","T",2014,"Bloomsburg","73.8411000","67.0500000",NULL,NULL,"53.8500000","0.0000000","0.0000000","59.1200000","0.1414000","0.0125000","0.0545000","0.0816000","0.1068000",NULL,NULL,11,10,6
"Fenuki Tupou","T",2009,"Oregon","69.5995000","51.0000000",NULL,NULL,"59.4500000","0.0000000","0.0000000","61.2100000","0.3383000","0.0128000","0.0658000","0.1632000","0.2316000",NULL,NULL,15,10,20
