index,Column1,Name,Nic_year,Position,Strengths,Weaknesses,player_x,join_slug,player_id,player_y,position,WAR,strengths_processed,weaknesses_processed,combined_text,athleticism_sentiment,playmaking_sentiment,off-field_sentiment,physical_sentiment,top_bigrams,similar_1_name,similar_1_score,similar_2_name,similar_2_score,similar_3_name,similar_3_score,similar_4_name,similar_4_score,similar_5_name,similar_5_score,join_slug_1,WAR_1,join_slug_2,WAR_2,join_slug_3,WAR_3,join_slug_4,WAR_4,join_slug_5,WAR_5,max_similarity,prediction
1187,54,ANDREI IOSIVAS,2023,WR,"Accomplished track athlete with elite long speed that translates to the football field  his combine numbers didn t disappoint    does a nice job using
hesitation or double moves to help him win vertically   tracks the ball well and frames his hands at the catch point   shows terrific upper body control to high point
and make mid air adjustments   able to create late separation with subtle push offs   effective on swing passes or crossers designed to give him a runway   flashes
strength in his hands to make fingertip grabs away from his frame   named a senior captain   impressively managed a full academic workload in the Ivy League as
well as full time training for two different sports   finished top 10 in the FCS in receiving yards per game  94 3  in 2022 ","More speedy than sudden   average short area quickness and struggles to consistently sink and separate at the top of routes   inconsistent route
pacing and underdeveloped working underneath   below average play strength   hears footsteps over the middle  which disrupts his focus   braces for contact
instead of lowering his pads and looking to break through  NFL scout   I m just not sold that he is tough enough at our level      gets pushed around and as a
perimeter blocker   guilty of relying on his body to finish catches at times   missed the 2022 NCAA outdoor track championships because of foot surgery  spring
2022    never faced FBS competition in college  with mixed results during Senior Bowl week ",andrei iosivas,andrei iosivas-WR,109811,andrei iosivas,WR,-0.1916623,accomplished track athlete elite long speed translates football field combine number disappoint nice job using hesitation double move help win vertically track ball well frame hand catch point show terrific upper body control high point make mid air adjustment able create late separation subtle push offs effective swing pass crossers designed give runway flash strength hand make fingertip grab away frame named senior captain impressively managed full academic workload ivy league well full time training two different sport finished top fcs receiving yard per game,speedy sudden average short area quickness struggle consistently sink separate top route inconsistent route pacing underdeveloped working underneath average play strength hears footstep middle disrupts focus brace contact instead lowering pad looking break nfl scout sold tough enough level get pushed around perimeter blocker guilty relying body finish catch time missed ncaa outdoor track championship foot surgery spring never faced fbs competition college mixed result senior bowl week,accomplished track athlete elite long speed translates football field combine number disappoint nice job using hesitation double move help win vertically track ball well frame hand catch point show terrific upper body control high point make mid air adjustment able create late separation subtle push offs effective swing pass crossers designed give runway flash strength hand make fingertip grab away frame named senior captain impressively managed full academic workload ivy league well full time training two different sport finished top fcs receiving yard per game speedy sudden average short area quickness struggle consistently sink separate top route inconsistent route pacing underdeveloped working underneath average play strength hears footstep middle disrupts focus brace contact instead lowering pad looking break nfl scout sold tough enough level get pushed around perimeter blocker guilty relying body finish catch time missed ncaa outdoor track championship foot surgery spring never faced fbs competition college mixed result senior bowl week,0.6844,-0.06525,0.06275,-0.157025,"['area quickness', 'average play', 'away frame', 'ball well', 'body control', 'body finish', 'catch point', 'create late', 'double move', 'finish catch']",troy franklin-WR,0.5883,brenden rice-WR,0.588,danny gray-WR,0.5761,jermaine burton-WR,0.5311,dontayvion wicks-WR,0.5056,troy franklin-WR,-0.078715314,brenden rice-WR,-0.05,danny gray-WR,0.007034438,jermaine burton-WR,-0.012844885,dontayvion wicks-WR,0.105830372,2.7891,-0.008952623
1188,55,ELIJAH HIGGINS,2023,WR,"Good sized target with a moldable  yet NFL ready body   moves with fluid big man athleticism to sink and snap his routes   has the speed to create
mismatches vs  safeties or linebackers   controls his body well to decelerate without taking exaggerated steps   dissects coverage on the go to find spacing   large
hands and appears to track the ball well  even when required to twist his frame to make off centered catches   able to spear back shoulder throws   powerful
strider with excellent balance with the ball in his hands   showed better than expected YAC skills with the ability to make the first man miss   competitive blocker to
engage and stay sticky in the run game ","Has some position confusion with traits of both a tight end and a receiver   tracking focus can be too easily disrupted by physical coverage and
looming hits   catches the ball well but posted a dismal 6 to 10 touchdown to drop ratio in 40 career games in college   only one touchdown in the red zone in 2022
  needs to sharpen his routes instead of rounding his turns   didn t often create vertical separation on film   fumbled twice as a senior and needs to take better care
of the football   missed most of his senior season in high school because of an offseason left wrist injury  August 2018 ",elijah higgins,elijah higgins-WR,,,,-0.05,good sized target moldable yet nfl ready body move fluid big man athleticism sink snap route speed create mismatch safety linebacker control body well decelerate without taking exaggerated step dissects coverage find spacing large hand appears track ball well even required twist frame make centered catch able spear back shoulder throw powerful strider excellent balance ball hand showed better expected yac skill ability make first man miss competitive blocker engage stay sticky run game,position confusion trait tight end receiver tracking focus easily disrupted physical coverage looming hit catch ball well posted dismal touchdown drop ratio career game college one touchdown red zone need sharpen route instead rounding turn often create vertical separation film fumbled twice senior need take better care football missed senior season high school offseason left wrist injury august,good sized target moldable yet nfl ready body move fluid big man athleticism sink snap route speed create mismatch safety linebacker control body well decelerate without taking exaggerated step dissects coverage find spacing large hand appears track ball well even required twist frame make centered catch able spear back shoulder throw powerful strider excellent balance ball hand showed better expected yac skill ability make first man miss competitive blocker engage stay sticky run game position confusion trait tight end receiver tracking focus easily disrupted physical coverage looming hit catch ball well posted dismal touchdown drop ratio career game college one touchdown red zone need sharpen route instead rounding turn often create vertical separation film fumbled twice senior need take better care football missed senior season high school offseason left wrist injury august,0.655142857,-0.652444444,-1,-0.168633333,"['ball well', 'back shoulder', 'balance ball', 'ball hand', 'catch ball', 'competitive blocker', 'create vertical', 'easily disrupted', 'first man', 'frame make']",cj johnson-WR,0.5907,rome odunze-WR,0.5112,terrace marshall-WR,0.4692,david durden-WR,0.4297,jermaine burton-WR,0.4096,cj johnson-WR,-0.05,rome odunze-WR,0.100325369,terrace marshall-WR,-0.04682829,david durden-WR,-0.05,jermaine burton-WR,-0.012844885,2.4104,-0.011187674
1189,56,TRE TUCKER,2023,WR,"Sonic the Hedgehog like speed   sudden footwork and decelerates well to drive defenders off the top of his route   bursts out of his hop steps for
quick target opportunities   stays balanced in his route movements and is willing to work the middle of the field   productive kick returner in college  24 9 average 
with a pair of touchdown returns  67 1 670 2    almost 500 career special teams snaps and also made an impact on coverages   has worked hard to add quality
weight on his frame  was less than 100 pounds when he started high school and was 150 pounds when he enrolled at Cincinnati    senior captain who played in 50
games during his four years ","Smallish frame with restricted arm length   small hands that show on film when he attempts to stab the ball away from him   contested catch wins
were far and few between   more drops  10  than touchdown catches  eight  in his career   little jam experience and forced to cheat his routes at times to avoid
contact   slot only in college and worked in the short area of the field  only four of his 52 catches in 2022 came on throws 20 plus yards in the air    fumbled twice in
his career on offense   only five career punt returns in college ",tre tucker,tre tucker-WR,101106,tre tucker,WR,-0.195017951,sonic hedgehog like speed sudden footwork decelerates well drive defender top route burst hop step quick target opportunity stay balanced route movement willing work middle field productive kick returner college average pair touchdown return almost career special team snap also made impact coverage worked hard add quality weight frame less pound started high school pound enrolled cincinnati senior captain played game four year,smallish frame restricted arm length small hand show film attempt stab ball away contested catch win far drop touchdown catch eight career little jam experience forced cheat route time avoid contact slot college worked short area field four catch came throw plus yard air fumbled twice career offense five career punt return college,sonic hedgehog like speed sudden footwork decelerates well drive defender top route burst hop step quick target opportunity stay balanced route movement willing work middle field productive kick returner college average pair touchdown return almost career special team snap also made impact coverage worked hard add quality weight frame less pound started high school pound enrolled cincinnati senior captain played game four year smallish frame restricted arm length small hand show film attempt stab ball away contested catch win far drop touchdown catch eight career little jam experience forced cheat route time avoid contact slot college worked short area field four catch came throw plus yard air fumbled twice career offense five career punt return college,1,0.255814286,0.8282,-0.3748,"['arm length', 'ball away', 'came throw', 'career special', 'catch came', 'contested catch', 'drop touchdown', 'four catch', 'four year', 'fumbled twice']",josh downs-WR,0.6717,marvin mims-WR,0.5619,jordan addison-WR,0.5528,jacob cowing-WR,0.5514,isaiah williams-WR,0.5147,josh downs-WR,0.307289472,marvin mims-WR,0.046324926,jordan addison-WR,0.269449254,jacob cowing-WR,0.023145767,isaiah williams-WR,0.01576884,2.8525,0.141022492
1190,57,DEMARIO DOUGLAS,2023,WR,"Plays with controlled burst and fluidity to create pockets of separation   uses agile footwork and body rhythm for quick stems   threatens the seam
with his explosive acceleration   catches the ball cleanly in space or from compromised positions   nifty after the catch to glide away from defenders but also shows
the toughness to drop his pads into contact   productive punt returner with a 7 1 average and two career touchdown returns  54 383 2    added kick return duties
in 2022  averaging 20 8 yards per return  14 291 0    described by an NFL scout as a  charismatic kid  who wants to be great   combined for 14 catches for 269
yards  19 2 average  and three touchdowns against Arkansas and Wake Forest in 2022 ","Small framed target with below average length  build and growth potential   has the athletic lower body to beat the jam but didn t face a ton of press
in college   doesn t lack for toughness  although long  physical defenders will knock him off his route path   relies more on his elusive feet than refinement in his
route running   most of his drops came on throws of 20 plus yards downfield where his tracking let him down   had multiple muffed punts each of the past three
seasons  six total in his career    modest touchdown catch totals   worked almost exclusively out of the slot in college ",demario douglas,demario douglas-WR,104155,demario douglas,WR,0.177849476,play controlled burst fluidity create pocket separation us agile footwork body rhythm quick stem threatens seam explosive acceleration catch ball cleanly space compromised position nifty catch glide away defender also show toughness drop pad contact productive punt returner average two career touchdown return added kick return duty averaging yard per return described nfl scout charismatic kid want great combined catch yard average three touchdown arkansas wake forest,small framed target average length build growth potential athletic lower body beat jam face ton press college lack toughness although long physical defender knock route path relies elusive foot refinement route running drop came throw plus yard downfield tracking let multiple muffed punt past three season six total career modest touchdown catch total worked almost exclusively slot college,play controlled burst fluidity create pocket separation us agile footwork body rhythm quick stem threatens seam explosive acceleration catch ball cleanly space compromised position nifty catch glide away defender also show toughness drop pad contact productive punt returner average two career touchdown return added kick return duty averaging yard per return described nfl scout charismatic kid want great combined catch yard average three touchdown arkansas wake forest small framed target average length build growth potential athletic lower body beat jam face ton press college lack toughness although long physical defender knock route path relies elusive foot refinement route running drop came throw plus yard downfield tracking let multiple muffed punt past three season six total career modest touchdown catch total worked almost exclusively slot college,0.840825,0.249225,0,-0.55774,"['added kick', 'almost exclusively', 'average length', 'averaging yard', 'away defender', 'ball cleanly', 'beat jam', 'came throw', 'career touchdown', 'catch ball']",kyle philips-WR,0.6494,derius davis-WR,0.6016,rakim jarrett-WR,0.5922,tulu griffin-WR,0.582,charlie jones-WR,0.5749,kyle philips-WR,0.044468694,derius davis-WR,0.043162966,rakim jarrett-WR,0.009786165,tulu griffin-WR,-0.05,charlie jones-WR,0.006143158,3.0001,0.011690237
1191,58,RAKIM JARRETT,2023,WR,"One step burst and speed looks different than most other athletes on the field   saw a high volume of screens and quick hitters to utilize his catch andgo potential   has the vertical speed to threaten defenses   effective ball tracker  shallow and deep  to quickly snare throws away from his numbers   rocked up
build and isn t allergic to the weight room   courageous over the middle of the field and secures grabs through violent contact   whether he is running routes or
blocking his tail off  he gives the same total effort   has kick return experience  averaging 17 7 yards per return  10 177 0    coaches say he wants to be great and is
willing to put in the work ","Average height length   must adopt a more disciplined approach to his route running to set up defenders and create his own separation   needs to
rely more on his pacing and tempo rather than raw speed to beat coverage   shows the quickness to beat press  but his mechanics lack rhythm and lead to wasted
movements   average wiggle after the catch and needs an open lane to show off his speed   eyes tend to wander before securing  leading to drops  his highest drop
rate came in 2022    hasn t proven himself reliable as a contested catch winner   disappointing production in his final season  only 45 percent of his catches in 2022
resulted in a first down or touchdown    missed the regular season finale as a junior with a hyperextended knee  November 2022  ",rakim jarrett,rakim jarrett-WR,129519,rakim jarrett,WR,0.009786165,one step burst speed look different athlete field saw high volume screen quick hitter utilize catch andgo potential vertical speed threaten defense effective ball tracker shallow deep quickly snare throw away number rocked build allergic weight room courageous middle field secures grab violent contact whether running route blocking tail give total effort kick return experience averaging yard per return coach say want great willing put work,average height length must adopt disciplined approach route running set defender create separation need rely pacing tempo rather raw speed beat coverage show quickness beat press mechanic lack rhythm lead wasted movement average wiggle catch need open lane show speed eye tend wander securing leading drop highest drop rate came proven reliable contested catch winner disappointing production final season percent catch resulted first touchdown missed regular season finale junior hyperextended knee november,one step burst speed look different athlete field saw high volume screen quick hitter utilize catch andgo potential vertical speed threaten defense effective ball tracker shallow deep quickly snare throw away number rocked build allergic weight room courageous middle field secures grab violent contact whether running route blocking tail give total effort kick return experience averaging yard per return coach say want great willing put work average height length must adopt disciplined approach route running set defender create separation need rely pacing tempo rather raw speed beat coverage show quickness beat press mechanic lack rhythm lead wasted movement average wiggle catch need open lane show speed eye tend wander securing leading drop highest drop rate came proven reliable contested catch winner disappointing production final season percent catch resulted first touchdown missed regular season finale junior hyperextended knee november,-0.2,-0.103463636,-0.01815,-0.311966667,"['average height', 'averaging yard', 'beat press', 'catch need', 'catch resulted', 'coach say', 'contested catch', 'create separation', 'drop rate', 'experience averaging']",james proche-WR,0.6488,dwayne eskridge-WR,0.6162,wandale robinson-WR,0.616,demario douglas-WR,0.5922,kyle philips-WR,0.579,james proche-WR,-0.012961334,dwayne eskridge-WR,-0.019033116,wandale robinson-WR,0.107937184,demario douglas-WR,0.177849476,kyle philips-WR,0.044468694,3.0522,0.058129094
1192,59,GRANT DUBOSE,2023,WR,"Good sized athlete with functional length   disguises his route breaks before making strong angle cuts off his plant foot   fluid mover as a route runner
and at the catch point   above average body control to make smooth adjustments on the football   battles back against physical coverage and exerts ownership
over the catch point   has some double catches but frames the ball naturally  making drops infrequent   uses his contact balance and toughness to battle for extra
yardage after the catch   added punt return duties in 2022  averaging 8 4 yards per return  9 76 0    also collected tackles on punt coverage   set the single season
school record for touchdown catches  nine  in 2022 ","Timed speed and play speed are both average at best   doesn t have the route acceleration to easily get on top of coverage   wasn t an explosive play
creator in college  only one catch of more than 30 yards in 2022    needs to adopt more efficient techniques to elude the jam   did a nice job with a basic route tree
but will need to add branches in the NFL   crowded catch points resulted in too many interceptions when he was targeted   RAC skills were solid in college but will
be non threatening to NFL defenses   minimal experience working out of the slot ",grant dubose,grant dubose-WR,111276,grant dubose,WR,0.006916443,good sized athlete functional length disguise route break making strong angle cut plant foot fluid mover route runner catch point average body control make smooth adjustment football battle back physical coverage exerts ownership catch point double catch frame ball naturally making drop infrequent us contact balance toughness battle extra yardage catch added punt return duty averaging yard per return also collected tackle punt coverage set single season school record touchdown catch nine,timed speed play speed average best route acceleration easily get top coverage explosive play creator college one catch yard need adopt efficient technique elude jam nice job basic route tree need add branch nfl crowded catch point resulted many interception targeted rac skill solid college non threatening nfl defense minimal experience working slot,good sized athlete functional length disguise route break making strong angle cut plant foot fluid mover route runner catch point average body control make smooth adjustment football battle back physical coverage exerts ownership catch point double catch frame ball naturally making drop infrequent us contact balance toughness battle extra yardage catch added punt return duty averaging yard per return also collected tackle punt coverage set single season school record touchdown catch nine timed speed play speed average best route acceleration easily get top coverage explosive play creator college one catch yard need adopt efficient technique elude jam nice job basic route tree need add branch nfl crowded catch point resulted many interception targeted rac skill solid college non threatening nfl defense minimal experience working slot,0.936366667,-0.4575,-0.2,0.12832,"['catch point', 'added punt', 'adjustment football', 'athlete functional', 'add branch', 'average best', 'average body', 'ball naturally', 'averaging yard', 'basic route']",vea johnson-WR,0.5863,tulu griffin-WR,0.5586,tanner conner-WR,0.5077,simi fehoko-WR,0.5065,terry mclaurin-WR,0.5026,vea johnson-WR,-0.05,tulu griffin-WR,-0.05,tanner conner-WR,-0.05,simi fehoko-WR,-0.025488311,terry mclaurin-WR,0.526138262,2.6617,0.063454657
1193,60,PUKA NACUA,2023,WR,"Smooth athlete with quiet  controlled upfield strides   saw a high volume of screens and quick throws to take advantage of his vision and toughness
 five rushing touchdowns in 2022    outstanding body control and feel when the ball is in the air  allowing him to adjust high point   catch timing and focus help him
make grabs over defenders   doesn t shrink from route contact and maintains his focus to secure contested catches  see 2022 Boise State tape    displays crafty
footwork mid pattern to leverage defenders out of position or expose space in zone   voted a senior captain and has the pedigree of a competitor  NFL scout   Our
coaches are going to love this guy      benefits from the  older brother  theory with three older brothers who played high level college football 

 68 
CONTENTS","More quick than sudden and doesn t have the top end speed that scares defenses   the burst out of his breaks is average   occasionally false steps
and exposes his chest vs  press coverage   can be baited into extra contact downfield   marginal experience on special teams coverages   NFL scouts have voiced
concern about his durability as he battled numerous minor issues in his career   suffered a sprained right ankle in the 2022 season opener  September 2022  and
missed the following two games  he also missed time after suffering a hamstring injury  September 2022   a broken foot in practice  October 2019  ended his
freshman season and required surgery  pulled out of the Senior Bowl after one practice because of a concussion  January 2023   unable to test at the combine
because of a right toe injury  March 2023  ",puka nacua,puka nacua-WR,100632,puka nacua,WR,0.527044793,smooth athlete quiet controlled upfield stride saw high volume screen quick throw take advantage vision toughness five rushing touchdown outstanding body control feel ball air allowing adjust high point catch timing focus help make grab defender shrink route contact maintains focus secure contested catch see boise state tape display crafty footwork mid pattern leverage defender position expose space zone voted senior captain pedigree competitor nfl scout coach going love guy benefit older brother theory three older brother played high level college football content,quick sudden top end speed scare defense burst break average occasionally false step expose chest press coverage baited extra contact downfield marginal experience special team coverage nfl scout voiced concern durability battled numerous minor issue career suffered sprained right ankle season opener september missed following two game also missed time suffering hamstring injury september broken foot practice october ended freshman season required surgery pulled senior bowl one practice concussion january unable test combine right toe injury march,smooth athlete quiet controlled upfield stride saw high volume screen quick throw take advantage vision toughness five rushing touchdown outstanding body control feel ball air allowing adjust high point catch timing focus help make grab defender shrink route contact maintains focus secure contested catch see boise state tape display crafty footwork mid pattern leverage defender position expose space zone voted senior captain pedigree competitor nfl scout coach going love guy benefit older brother theory three older brother played high level college football content quick sudden top end speed scare defense burst break average occasionally false step expose chest press coverage baited extra contact downfield marginal experience special team coverage nfl scout voiced concern durability battled numerous minor issue career suffered sprained right ankle season opener september missed following two game also missed time suffering hamstring injury september broken foot practice october ended freshman season required surgery pulled senior bowl one practice concussion january unable test combine right toe injury march,0.675016667,0.082316667,-0.696944444,-0.0141,"['nfl scout', 'ball air', 'body control', 'contested catch', 'baited extra', 'end speed', 'experience special', 'extra contact', 'hamstring injury', 'high level']",kevin austin-WR,0.6722,jordan whittington-WR,0.6354,collin johnson-WR,0.6003,ben skowronek-WR,0.5677,bryan edwards-WR,0.5454,kevin austin-WR,-0.046429572,jordan whittington-WR,0.077719422,collin johnson-WR,0.017236277,ben skowronek-WR,-0.05,bryan edwards-WR,0.023922635,3.021,0.004363557
1194,61,MICHAEL JEFFERSON,2023,WR,"Tall  limber athlete   builds up his speed with long strides to eat up cushion and put corners on their heels   productive vertical threat  getting behind
coverage with his straight line speed   attacks defenders at the top of the stem  allowing him to work to open space   solid ball tracking and frames his hands well to
attack  sometimes at the highest point  other times not    strong leaper to adjust mid air and win on jump ball opportunities   body control allows him to sidestep
the first defender for extra yardage   rigorous and fundamentally sound perimeter blocker   was forced to grow up at an early age because of his father s cancer
battles   became a gunner on punt coverages as a super senior in 2022 and totaled three tackles ","Very lean muscled and lacks ideal bulk on his body   average play strength will be fiercely challenged by NFL defenders   not a true burner and won t
simply out race NFL coverage   can be mugged by press corners  delaying his routes   needs to use better sink in and out of breaks to efficiently unfurl his long legs
  inconsistent route awareness and can be late making adjustments   needs to better use his body positioning  especially at the first down sticks and in the red zone
  fumbled twice in 2022 ",michael jefferson,michael jefferson-WR,,,,-0.05,tall limber athlete build speed long stride eat cushion put corner heel productive vertical threat getting behind coverage straight line speed attack defender top stem allowing work open space solid ball tracking frame hand well attack sometimes highest point time strong leaper adjust mid air win jump ball opportunity body control allows sidestep first defender extra yardage rigorous fundamentally sound perimeter blocker forced grow early age father cancer battle became gunner punt coverage super senior totaled three tackle,lean muscled lack ideal bulk body average play strength fiercely challenged nfl defender true burner simply race nfl coverage mugged press corner delaying route need use better sink break efficiently unfurl long leg inconsistent route awareness late making adjustment need better use body positioning especially first stick red zone fumbled twice,tall limber athlete build speed long stride eat cushion put corner heel productive vertical threat getting behind coverage straight line speed attack defender top stem allowing work open space solid ball tracking frame hand well attack sometimes highest point time strong leaper adjust mid air win jump ball opportunity body control allows sidestep first defender extra yardage rigorous fundamentally sound perimeter blocker forced grow early age father cancer battle became gunner punt coverage super senior totaled three tackle lean muscled lack ideal bulk body average play strength fiercely challenged nfl defender true burner simply race nfl coverage mugged press corner delaying route need use better sink break efficiently unfurl long leg inconsistent route awareness late making adjustment need better use body positioning especially first stick red zone fumbled twice,0.5944,0.3412,-0.933333333,0.8443,"['average play', 'ball tracking', 'body control', 'build speed', 'eat cushion', 'fumbled twice', 'gunner punt', 'ideal bulk', 'inconsistent route', 'jump ball']",matt landers-WR,0.6664,denzel mims-WR,0.5893,jake bobo-WR,0.4951,seth williams-WR,0.4899,simi fehoko-WR,0.4539,matt landers-WR,-0.05,denzel mims-WR,-0.055118479,jake bobo-WR,-0.02313309,seth williams-WR,0.009342809,simi fehoko-WR,-0.025488311,2.6946,-0.03126498
1195,62,CJ JOHNSON,2023,WR,"Fills out his uniform well with proportionate thickness   large  accepting hands and drop rate improved exponentially his last two seasons compared to
his first two   strong through contact with the focus to win 50 50 balls   stays controlled off the line to elude press and get rolling   settles his feet in open space
versus zone   catches the ball cleanly on in breakers without breaking stride   highly competitive with the ball in his hands with powerful steps to run through
tackles attempts   has the upper body strength to grip and control defenders as a blocker   holds the East Carolina single game receiving record  283 yards versus
Cincinnati in 2019    played his best football as a senior ","His speed is more build up than immediate   labors mid route and struggles making sharp start stop movements   displays stiffness in his lower
body  which hurts his ability to separate from man coverage   doesn t protect the ball as he barrels through contact  four fumbles the last three seasons    maturity
was a question mark over his time at East Carolina  including an indefinite suspension from the team  February 2022  following an off field incident  head coach Mike
Houston   C J  is not living up to the standards we have set for our football program     Johnson was reinstated in July 2022   battled several minor injuries as a
senior  right pinky  right wrist    special teams value will be limited ",cj johnson,cj johnson-WR,,,,-0.05,fill uniform well proportionate thickness large accepting hand drop rate improved exponentially last two season compared first two strong contact focus win ball stay controlled line elude press get rolling settle foot open space versus zone catch ball cleanly breaker without breaking stride highly competitive ball hand powerful step run tackle attempt upper body strength grip control defender blocker hold east carolina single game receiving record yard versus cincinnati played best football senior,speed build immediate labor mid route struggle making sharp start stop movement display stiffness lower body hurt ability separate man coverage protect ball barrel contact four fumble last three season maturity question mark time east carolina including indefinite suspension team february following field incident head coach mike houston living standard set football program johnson reinstated july battled several minor injury senior right pinky right wrist special team value limited,fill uniform well proportionate thickness large accepting hand drop rate improved exponentially last two season compared first two strong contact focus win ball stay controlled line elude press get rolling settle foot open space versus zone catch ball cleanly breaker without breaking stride highly competitive ball hand powerful step run tackle attempt upper body strength grip control defender blocker hold east carolina single game receiving record yard versus cincinnati played best football senior speed build immediate labor mid route struggle making sharp start stop movement display stiffness lower body hurt ability separate man coverage protect ball barrel contact four fumble last three season maturity question mark time east carolina including indefinite suspension team february following field incident head coach mike houston living standard set football program johnson reinstated july battled several minor injury senior right pinky right wrist special team value limited,-0.322925,-0.450275,-0.0758,0.237066667,"['accepting hand', 'ball cleanly', 'ball hand', 'body strength', 'breaking stride', 'catch ball', 'defender blocker', 'drop rate', 'first two', 'hand drop']",tre turner-WR,0.6181,elijah higgins-WR,0.5907,terrace marshall-WR,0.4837,preston williams-WR,0.4795,bryan edwards-WR,0.4597,tre turner-WR,-0.05,elijah higgins-WR,-0.05,terrace marshall-WR,-0.04682829,preston williams-WR,0.018611623,bryan edwards-WR,0.023922635,2.6317,-0.024003243
1196,63,JALEN MORENOCROPPER,2023,WR,"Smooth  agile footed athlete   closes cushion quickly and uses route pacing to unlock pockets of separation   transitions his weight well to eliminate
wasted motion out of his breaks   opens his frame to make himself available to the quarterback   quick hands  and ball tracking adjustments appear to come
naturally to him   slippery with the ball in his hands to secure and skirt defenders after the catch  recorded five catches of 45 plus yards in 2022  including two 65plus yard touchdowns    caught a pass in 37 consecutive games  second longest streak in school history    was a slot only until his senior season  when he added
outside responsibilities to his résumé ","Smallish target with a slender body type and marginal bulk   his catch radius isn t anything to boast of   can be knocked off schedule vs  a corner s
jam and early contact   high trafficked areas of the field swallow him up  and his below average play strength is evident on 50 50 balls   only one red zone
touchdown in 2022   guilty of leaning into his routes and must fine tune his deceptive ways   limited special teams résumé aside from some kick return duties as an
underclassman  19 8 return average  ",jalen morenocropper,jalen morenocropper-WR,,,,-0.05,smooth agile footed athlete close cushion quickly us route pacing unlock pocket separation transition weight well eliminate wasted motion break open frame make available quarterback quick hand ball tracking adjustment appear come naturally slippery ball hand secure skirt defender catch recorded five catch plus yard including two plus yard touchdown caught pas consecutive game second longest streak school history slot senior season added outside responsibility résumé,smallish target slender body type marginal bulk catch radius anything boast knocked schedule corner jam early contact high trafficked area field swallow average play strength evident ball one red zone touchdown guilty leaning route must fine tune deceptive way limited special team résumé aside kick return duty underclassman return average,smooth agile footed athlete close cushion quickly us route pacing unlock pocket separation transition weight well eliminate wasted motion break open frame make available quarterback quick hand ball tracking adjustment appear come naturally slippery ball hand secure skirt defender catch recorded five catch plus yard including two plus yard touchdown caught pas consecutive game second longest streak school history slot senior season added outside responsibility résumé smallish target slender body type marginal bulk catch radius anything boast knocked schedule corner jam early contact high trafficked area field swallow average play strength evident ball one red zone touchdown guilty leaning route must fine tune deceptive way limited special team résumé aside kick return duty underclassman return average,5.55E-17,-0.465842857,-0.06445,-0.90384,"['plus yard', 'ball hand', 'ball tracking', 'body type', 'average play', 'catch radius', 'caught pas', 'close cushion', 'defender catch', 'five catch']",tank dell-WR,0.788,jahan dotson-WR,0.7131,khalil shakir-WR,0.6603,calvin austin-WR,0.6457,kyle philips-WR,0.6213,tank dell-WR,0.255127407,jahan dotson-WR,-0.207057335,khalil shakir-WR,0.281110291,calvin austin-WR,0.012210032,kyle philips-WR,0.044468694,3.4284,0.080071565
1197,64,JALEN WAYNE,2023,WR,"Good sized athlete with a trim frame   competes with controlled urgency in his release and routes   downfield glider to stack and get over top
cornerbacks   consistently works towards the sticks  73 7 percent of his catches in 2022 resulted in a first down or touchdown    always working to get open and
plays with courage in crowded spaces   tape shows a large catch radius  and he times his leaps well to go get the football   plays with equal parts intelligence and
aggressiveness  the coaches moved him to safety his first year on campus    enjoys blocking   attentive worker and  coach pleaser  behind the scenes  according to
NFL scouts   became the first player in school history to reach nine touchdowns in a single season ","Builds up his speed but will struggle to out pace NFL corners   guilty of lingering steps at the break point and needs to be more efficient with his
stemwork   hand strength is average   doesn t properly use his body position to create ownership of the catch point  also needs to do a better job becoming the
defender so either he catches it or no one does    not shy pushing off defenders  which will be tougher to mask at the next level   runs with a head of steam as a ball
carrier but wasn t a tackle breaker on his 2022 tape   meager special teams snaps the past four seasons 

 71 
CONTENTS",jalen wayne,jalen wayne-WR,,,,-0.05,good sized athlete trim frame competes controlled urgency release route downfield glider stack get top cornerback consistently work towards stick percent catch resulted first touchdown always working get open play courage crowded space tape show large catch radius time leap well get football play equal part intelligence aggressiveness coach moved safety first year campus enjoys blocking attentive worker coach pleaser behind scene according nfl scout became first player school history reach nine touchdown single season,build speed struggle pace nfl corner guilty lingering step break point need efficient stemwork hand strength average properly use body position create ownership catch point also need better job becoming defender either catch one shy pushing defender tougher mask next level run head steam ball carrier tackle breaker tape meager special team snap past four season content,good sized athlete trim frame competes controlled urgency release route downfield glider stack get top cornerback consistently work towards stick percent catch resulted first touchdown always working get open play courage crowded space tape show large catch radius time leap well get football play equal part intelligence aggressiveness coach moved safety first year campus enjoys blocking attentive worker coach pleaser behind scene according nfl scout became first player school history reach nine touchdown single season build speed struggle pace nfl corner guilty lingering step break point need efficient stemwork hand strength average properly use body position create ownership catch point also need better job becoming defender either catch one shy pushing defender tougher mask next level run head steam ball carrier tackle breaker tape meager special team snap past four season content,0.46066,0.104628571,0.0321,0.036625,"['ball carrier', 'better job', 'body position', 'break point', 'build speed', 'catch point', 'catch radius', 'catch resulted', 'consistently work', 'first touchdown']",mike strachan-WR,0.5637,jaxon janke-WR,0.5344,isaiah weston-WR,0.5271,matt landers-WR,0.4826,simi fehoko-WR,0.478,mike strachan-WR,-0.05,jaxon janke-WR,-0.05,isaiah weston-WR,-0.05,matt landers-WR,-0.05,simi fehoko-WR,-0.025488311,2.5858,-0.045468873
